onset	duration	event_type	trial_count	old_wealth	new_wealth	gFactIncr
841.548	0.486999999999966	Response_window_onset	89	3354	n/a	n/a
842.035	3.10699999999997	Response	89	n/a	n/a	n/a
845.142	2.05399999999997	Stimulus_onset	89	n/a	n/a	321
847.196	1.5	New_wealth_onset	89	n/a	3675	n/a
848.696	1.02700000000004	ITI_onset	89	n/a	n/a	n/a
849.723	0.730000000000018	Response_window_onset	90	3675	n/a	n/a
850.453	2.62299999999993	Response	90	n/a	n/a	n/a
853.076	0.885000000000105	Stimulus_onset	90	n/a	n/a	-214
853.961	1.5	New_wealth_onset	90	n/a	3461	n/a
855.461	1.06699999999989	ITI_onset	90	n/a	n/a	n/a
856.528	1.375	Response_window_onset	91	3461	n/a	n/a
857.903	1.3370000000001	Response	91	n/a	n/a	n/a
859.24	2.73899999999992	Stimulus_onset	91	n/a	n/a	-428
861.979	1.5	New_wealth_onset	91	n/a	3033	n/a
863.479	1.52499999999998	ITI_onset	91	n/a	n/a	n/a
865.004	0.399000000000001	Response_window_onset	92	3033	n/a	n/a
865.403	3.27500000000009	Response	92	n/a	n/a	n/a
868.678	1.50200000000007	Stimulus_onset	92	n/a	n/a	214
870.18	1.5	New_wealth_onset	92	n/a	3247	n/a
871.68	3.45299999999997	ITI_onset	92	n/a	n/a	n/a
875.133	0.408999999999878	Response_window_onset	93	3247	n/a	n/a
875.542	3.25800000000004	Response	93	n/a	n/a	n/a
878.8	3.19000000000005	Stimulus_onset	93	n/a	n/a	107
881.99	1.5	New_wealth_onset	93	n/a	3354	n/a
883.49	1.87999999999988	ITI_onset	93	n/a	n/a	n/a
885.37	0.495000000000118	Response_window_onset	94	3354	n/a	n/a
885.865	3.09099999999989	Response	94	n/a	n/a	n/a
888.956	2.62200000000007	Stimulus_onset	94	n/a	n/a	-428
891.578	1.5	New_wealth_onset	94	n/a	2926	n/a
893.078	1.18200000000002	ITI_onset	94	n/a	n/a	n/a
894.26	0.442000000000007	Response_window_onset	95	2926	n/a	n/a
894.702	3.19100000000003	Response	95	n/a	n/a	n/a
897.893	1.75299999999993	Stimulus_onset	95	n/a	n/a	-107
899.646	1.5	New_wealth_onset	95	n/a	2819	n/a
901.146	1.81600000000003	ITI_onset	95	n/a	n/a	n/a
902.962	0.425999999999931	Response_window_onset	96	2819	n/a	n/a
903.388	3.22399999999993	Response	96	n/a	n/a	n/a
906.612	3.30600000000004	Stimulus_onset	96	n/a	n/a	107
909.918	1.5	New_wealth_onset	96	n/a	2926	n/a
911.418	2.20400000000018	ITI_onset	96	n/a	n/a	n/a
913.622	0.371999999999844	Response_window_onset	97	2926	n/a	n/a
913.994	3.32500000000005	Response	97	n/a	n/a	n/a
917.319	2.60500000000002	Stimulus_onset	97	n/a	n/a	-214
919.924	1.5	New_wealth_onset	97	n/a	2712	n/a
921.424	3.327	ITI_onset	97	n/a	n/a	n/a
924.751	0.417999999999893	Response_window_onset	98	2712	n/a	n/a
925.169	3.24099999999999	Response	98	n/a	n/a	n/a
928.41	3.27300000000014	Stimulus_onset	98	n/a	n/a	-107
931.683	1.5	New_wealth_onset	98	n/a	2605	n/a
933.183	1.8599999999999	ITI_onset	98	n/a	n/a	n/a
935.043	0.615999999999985	Response_window_onset	99	2605	n/a	n/a
935.659	2.84000000000015	Response	99	n/a	n/a	n/a
938.499	3.30799999999999	Stimulus_onset	99	n/a	n/a	-214
941.807	1.5	New_wealth_onset	99	n/a	2391	n/a
943.307	1.16099999999983	ITI_onset	99	n/a	n/a	n/a
944.468	0.595000000000027	Response_window_onset	100	2391	n/a	n/a
945.063	2.89100000000008	Response	100	n/a	n/a	n/a
947.954	2.78899999999999	Stimulus_onset	100	n/a	n/a	-107
950.743	1.5	New_wealth_onset	100	n/a	2284	n/a
952.243	4.00400000000013	ITI_onset	100	n/a	n/a	n/a
956.247	0.358999999999924	Response_window_onset	101	2284	n/a	n/a
956.606	3.35799999999995	Response	101	n/a	n/a	n/a
959.964	1.51900000000001	Stimulus_onset	101	n/a	n/a	107
961.483	1.5	New_wealth_onset	101	n/a	2391	n/a
962.983	2.36400000000003	ITI_onset	101	n/a	n/a	n/a
965.347	0.346000000000004	Response_window_onset	102	2391	n/a	n/a
965.693	3.37400000000002	Response	102	n/a	n/a	n/a
969.067	3.12300000000005	Stimulus_onset	102	n/a	n/a	107
972.19	1.5	New_wealth_onset	102	n/a	2498	n/a
973.69	3.80799999999999	ITI_onset	102	n/a	n/a	n/a
977.498	0.38799999999992	Response_window_onset	103	2498	n/a	n/a
977.886	3.30799999999999	Response	103	n/a	n/a	n/a
981.194	1.15200000000004	Stimulus_onset	103	n/a	n/a	-107
982.346	1.5	New_wealth_onset	103	n/a	2391	n/a
983.846	0.983999999999924	ITI_onset	103	n/a	n/a	n/a
984.83	0.773000000000138	Response_window_onset	104	2391	n/a	n/a
985.603	2.54099999999994	Response	104	n/a	n/a	n/a
988.144	2.1869999999999	Stimulus_onset	104	n/a	n/a	-214
990.331	1.5	New_wealth_onset	104	n/a	2177	n/a
991.831	2.01400000000012	ITI_onset	104	n/a	n/a	n/a
993.845	0.510999999999967	Response_window_onset	105	2177	n/a	n/a
994.356	3.05799999999999	Response	105	n/a	n/a	n/a
997.414	1.06799999999998	Stimulus_onset	105	n/a	n/a	428
998.482	1.5	New_wealth_onset	105	n/a	2605	n/a
999.982	1.17200000000003	ITI_onset	105	n/a	n/a	n/a
1001.154	0.534999999999854	Response_window_onset	106	2605	n/a	n/a
1001.689	3.00700000000006	Response	106	n/a	n/a	n/a
1004.696	2.20500000000015	Stimulus_onset	106	n/a	n/a	-214
1006.901	1.5	New_wealth_onset	106	n/a	2391	n/a
1008.401	1.64099999999985	ITI_onset	106	n/a	n/a	n/a
1010.042	0.400000000000091	Response_window_onset	107	2391	n/a	n/a
1010.442	3.27399999999989	Response	107	n/a	n/a	n/a
1013.716	2.28800000000001	Stimulus_onset	107	n/a	n/a	428
1016.004	1.5	New_wealth_onset	107	n/a	2819	n/a
1017.504	3.93100000000004	ITI_onset	107	n/a	n/a	n/a
1021.435	0.466000000000122	Response_window_onset	108	2819	n/a	n/a
1021.901	3.13999999999987	Response	108	n/a	n/a	n/a
1025.041	1.45399999999995	Stimulus_onset	108	n/a	n/a	-428
1026.495	1.5	New_wealth_onset	108	n/a	2391	n/a
1027.995	3.84900000000016	ITI_onset	108	n/a	n/a	n/a
1031.844	0.379999999999882	Response_window_onset	109	2391	n/a	n/a
1032.224	3.32400000000007	Response	109	n/a	n/a	n/a
1035.548	2.85599999999999	Stimulus_onset	109	n/a	n/a	428
1038.404	1.5	New_wealth_onset	109	n/a	2819	n/a
1039.904	0.962999999999965	ITI_onset	109	n/a	n/a	n/a
1040.867	0.460000000000036	Response_window_onset	110	2819	n/a	n/a
1041.327	3.1579999999999	Response	110	n/a	n/a	n/a
1044.485	3.15599999999995	Stimulus_onset	110	n/a	n/a	-214
1047.641	1.5	New_wealth_onset	110	n/a	2605	n/a
1049.141	1.48400000000015	ITI_onset	110	n/a	n/a	n/a
1050.625	0.423999999999978	Response_window_onset	111	2605	n/a	n/a
1051.049	3.22399999999993	Response	111	n/a	n/a	n/a
1054.273	1.06799999999998	Stimulus_onset	111	n/a	n/a	428
1055.341	1.5	New_wealth_onset	111	n/a	3033	n/a
1056.841	1.51400000000012	ITI_onset	111	n/a	n/a	n/a
1058.355	0.377999999999929	Response_window_onset	112	3033	n/a	n/a
1058.733	3.32400000000007	Response	112	n/a	n/a	n/a
1062.057	2.70499999999993	Stimulus_onset	112	n/a	n/a	321
1064.762	1.5	New_wealth_onset	112	n/a	3354	n/a
1066.262	1.09799999999996	ITI_onset	112	n/a	n/a	n/a
1067.36	0.509000000000015	Response_window_onset	113	3354	n/a	n/a
1067.869	3.05799999999999	Response	113	n/a	n/a	n/a
1070.927	3.00600000000009	Stimulus_onset	113	n/a	n/a	0
1073.933	1.5	New_wealth_onset	113	n/a	3354	n/a
1075.433	2.93299999999999	ITI_onset	113	n/a	n/a	n/a
1078.366	0.744999999999891	Response_window_onset	114	3354	n/a	n/a
1079.111	2.59000000000015	Response	114	n/a	n/a	n/a
1081.701	3.27299999999991	Stimulus_onset	114	n/a	n/a	107
1084.974	1.5	New_wealth_onset	114	n/a	3461	n/a
1086.474	0.877999999999929	ITI_onset	114	n/a	n/a	n/a
1087.352	0.445000000000164	Response_window_onset	115	3461	n/a	n/a
1087.797	3.19100000000003	Response	115	n/a	n/a	n/a
1090.988	1.98699999999985	Stimulus_onset	115	n/a	n/a	-321
1092.975	1.5	New_wealth_onset	115	n/a	3140	n/a
1094.475	3.40100000000007	ITI_onset	115	n/a	n/a	n/a
1097.876	0.411000000000058	Response_window_onset	116	3140	n/a	n/a
1098.287	3.25800000000004	Response	116	n/a	n/a	n/a
1101.545	2.87199999999984	Stimulus_onset	116	n/a	n/a	0
1104.417	1.5	New_wealth_onset	116	n/a	3140	n/a
1105.917	3.79600000000005	ITI_onset	116	n/a	n/a	n/a
1109.713	0.416999999999916	Response_window_onset	117	3140	n/a	n/a
1110.13	3.24099999999999	Response	117	n/a	n/a	n/a
1113.371	1.51900000000001	Stimulus_onset	117	n/a	n/a	321
1114.89	1.5	New_wealth_onset	117	n/a	3461	n/a
1116.39	0.59699999999998	ITI_onset	117	n/a	n/a	n/a
1116.987	0.79300000000012	Response_window_onset	118	3461	n/a	n/a
1117.78	2.49000000000001	Response	118	n/a	n/a	n/a
1120.27	0.901000000000067	Stimulus_onset	118	n/a	n/a	-214
1121.171	1.5	New_wealth_onset	118	n/a	3247	n/a
1122.671	3.06700000000001	ITI_onset	118	n/a	n/a	n/a
1125.738	0.427999999999884	Response_window_onset	119	3247	n/a	n/a
1126.166	3.22399999999993	Response	119	n/a	n/a	n/a
1129.39	0.935000000000173	Stimulus_onset	119	n/a	n/a	321
1130.325	1.5	New_wealth_onset	119	n/a	3568	n/a
1131.825	2.19200000000001	ITI_onset	119	n/a	n/a	n/a
1134.017	0.567999999999984	Response_window_onset	120	3568	n/a	n/a
1134.585	2.93999999999983	Response	120	n/a	n/a	n/a
1137.525	2.9050000000002	Stimulus_onset	120	n/a	n/a	-107
1140.43	1.5	New_wealth_onset	120	n/a	3461	n/a
1141.93	3.37899999999991	ITI_onset	120	n/a	n/a	n/a
1145.309	0.349999999999909	Response_window_onset	121	3461	n/a	n/a
1145.659	3.375	Response	121	n/a	n/a	n/a
1149.034	2.27100000000019	Stimulus_onset	121	n/a	n/a	-428
1151.305	1.5	New_wealth_onset	121	n/a	3033	n/a
1152.805	1.33699999999999	ITI_onset	121	n/a	n/a	n/a
1154.142	0.436999999999898	Response_window_onset	122	3033	n/a	n/a
1154.579	3.20800000000008	Response	122	n/a	n/a	n/a
1157.787	1.26800000000003	Stimulus_onset	122	n/a	n/a	-428
1159.055	1.5	New_wealth_onset	122	n/a	2605	n/a
1160.555	3.18199999999979	ITI_onset	122	n/a	n/a	n/a
1163.737	0.44600000000014	Response_window_onset	123	2605	n/a	n/a
1164.183	3.19100000000003	Response	123	n/a	n/a	n/a
1167.374	2.48799999999983	Stimulus_onset	123	n/a	n/a	-107
1169.862	1.5	New_wealth_onset	123	n/a	2498	n/a
1171.362	0.841000000000122	ITI_onset	123	n/a	n/a	n/a
1172.203	0.548999999999978	Response_window_onset	124	2498	n/a	n/a
1172.752	2.97399999999993	Response	124	n/a	n/a	n/a
1175.726	3.173	Stimulus_onset	124	n/a	n/a	107
1178.899	1.5	New_wealth_onset	124	n/a	2605	n/a
1180.399	2.03500000000008	ITI_onset	124	n/a	n/a	n/a
1182.434	0.407999999999902	Response_window_onset	125	2605	n/a	n/a
1182.842	3.24099999999999	Response	125	n/a	n/a	n/a
1186.083	0.817000000000007	Stimulus_onset	125	n/a	n/a	428
1186.9	1.5	New_wealth_onset	125	n/a	3033	n/a
1188.4	2.9530000000002	ITI_onset	125	n/a	n/a	n/a
1191.353	0.424999999999955	Response_window_onset	126	3033	n/a	n/a
1191.778	3.22399999999993	Response	126	n/a	n/a	n/a
1195.002	1.03600000000006	Stimulus_onset	126	n/a	n/a	428
1196.038	1.5	New_wealth_onset	126	n/a	3461	n/a
1197.538	3.82799999999997	ITI_onset	126	n/a	n/a	n/a
1201.366	0.417999999999893	Response_window_onset	127	3461	n/a	n/a
1201.784	3.24099999999999	Response	127	n/a	n/a	n/a
1205.025	1.33500000000004	Stimulus_onset	127	n/a	n/a	-214
1206.36	1.5	New_wealth_onset	127	n/a	3247	n/a
1207.86	0.788999999999987	ITI_onset	127	n/a	n/a	n/a
1208.649	0.534000000000106	Response_window_onset	128	3247	n/a	n/a
1209.183	3.00800000000004	Response	128	n/a	n/a	n/a
1212.191	1.68599999999992	Stimulus_onset	128	n/a	n/a	0
1213.877	1.5	New_wealth_onset	128	n/a	3247	n/a
1215.377	1.93499999999995	ITI_onset	128	n/a	n/a	n/a
1217.312	0.423999999999978	Response_window_onset	129	3247	n/a	n/a
1217.736	3.22400000000016	Response	129	n/a	n/a	n/a
1220.96	2.10399999999981	Stimulus_onset	129	n/a	n/a	-107
1223.064	1.5	New_wealth_onset	129	n/a	3140	n/a
1224.564	3.29700000000003	ITI_onset	129	n/a	n/a	n/a
1227.861	0.398000000000138	Response_window_onset	130	3140	n/a	n/a
1228.259	3.27499999999986	Response	130	n/a	n/a	n/a
1231.534	2.80500000000006	Stimulus_onset	130	n/a	n/a	-214
1234.339	1.5	New_wealth_onset	130	n/a	2926	n/a
1235.839	1.57799999999997	ITI_onset	130	n/a	n/a	n/a
1237.417	0.529999999999973	Response_window_onset	131	2926	n/a	n/a
1237.947	3.02400000000011	Response	131	n/a	n/a	n/a
1240.971	2.45499999999993	Stimulus_onset	131	n/a	n/a	0
1243.426	1.5	New_wealth_onset	131	n/a	2926	n/a
1244.926	1.38000000000011	ITI_onset	131	n/a	n/a	n/a
1246.306	0.493999999999915	Response_window_onset	132	2926	n/a	n/a
1246.8	3.09099999999989	Response	132	n/a	n/a	n/a
1249.891	1.73700000000008	Stimulus_onset	132	n/a	n/a	-321
1251.628	1.5	New_wealth_onset	132	n/a	2605	n/a
1253.128	1.63200000000006	ITI_onset	132	n/a	n/a	n/a
1254.76	0.593000000000075	Response_window_onset	133	2605	n/a	n/a
1255.353	2.88999999999987	Response	133	n/a	n/a	n/a
1258.243	1.76999999999998	Stimulus_onset	133	n/a	n/a	321
1260.013	1.5	New_wealth_onset	133	n/a	2926	n/a
1261.513	2.80700000000002	ITI_onset	133	n/a	n/a	n/a
1264.32	0.420000000000073	Response_window_onset	134	2926	n/a	n/a
1264.74	3.24099999999999	Response	134	n/a	n/a	n/a
1267.981	1.43599999999992	Stimulus_onset	134	n/a	n/a	428
1269.417	1.5	New_wealth_onset	134	n/a	3354	n/a
1270.917	3.15100000000007	ITI_onset	134	n/a	n/a	n/a
1274.068	0.376999999999953	Response_window_onset	135	3354	n/a	n/a
1274.445	3.32400000000007	Response	135	n/a	n/a	n/a
1277.769	2.94100000000003	Stimulus_onset	135	n/a	n/a	0
1280.71	1.5	New_wealth_onset	135	n/a	3354	n/a
1282.21	3.58799999999997	ITI_onset	135	n/a	n/a	n/a
1285.798	0.405999999999949	Response_window_onset	136	3354	n/a	n/a
1286.204	3.25800000000004	Response	136	n/a	n/a	n/a
1289.462	1.31899999999996	Stimulus_onset	136	n/a	n/a	321
1290.781	1.5	New_wealth_onset	136	n/a	3675	n/a
1292.281	1.95399999999995	ITI_onset	136	n/a	n/a	n/a
1294.235	0.706000000000131	Response_window_onset	137	3675	n/a	n/a
1294.941	2.673	Response	137	n/a	n/a	n/a
1297.614	1.72000000000003	Stimulus_onset	137	n/a	n/a	-321
1299.334	1.5	New_wealth_onset	137	n/a	3354	n/a
1300.834	3.21199999999999	ITI_onset	137	n/a	n/a	n/a
1304.046	0.398999999999887	Response_window_onset	138	3354	n/a	n/a
1304.445	3.27400000000011	Response	138	n/a	n/a	n/a
1307.719	1.95399999999995	Stimulus_onset	138	n/a	n/a	0
1309.673	1.5	New_wealth_onset	138	n/a	3354	n/a
1311.173	1.76599999999985	ITI_onset	138	n/a	n/a	n/a
1312.939	0.409000000000106	Response_window_onset	139	3354	n/a	n/a
1313.348	3.25800000000004	Response	139	n/a	n/a	n/a
1316.606	3.12300000000005	Stimulus_onset	139	n/a	n/a	-321
1319.729	1.5	New_wealth_onset	139	n/a	3033	n/a
1321.229	1.86999999999989	ITI_onset	139	n/a	n/a	n/a
1323.099	0.454999999999927	Response_window_onset	140	3033	n/a	n/a
1323.554	3.17400000000021	Response	140	n/a	n/a	n/a
1326.728	1.4699999999998	Stimulus_onset	140	n/a	n/a	0
1328.198	1.5	New_wealth_onset	140	n/a	3033	n/a
1329.698	2.62900000000013	ITI_onset	140	n/a	n/a	n/a
1332.327	0.530999999999949	Response_window_onset	141	3033	n/a	n/a
1332.858	3.02400000000011	Response	141	n/a	n/a	n/a
1335.882	1.73699999999985	Stimulus_onset	141	n/a	n/a	-321
1337.619	1.5	New_wealth_onset	141	n/a	2712	n/a
1339.119	0.661000000000058	ITI_onset	141	n/a	n/a	n/a
1339.78	0.577999999999975	Response_window_onset	142	2712	n/a	n/a
1340.358	2.92399999999998	Response	142	n/a	n/a	n/a
1343.282	1.78700000000003	Stimulus_onset	142	n/a	n/a	-321
1345.069	1.5	New_wealth_onset	142	n/a	2391	n/a
1346.569	3.17100000000005	ITI_onset	142	n/a	n/a	n/a
1349.74	0.406999999999925	Response_window_onset	143	2391	n/a	n/a
1350.147	3.25700000000006	Response	143	n/a	n/a	n/a
1353.404	2.00399999999991	Stimulus_onset	143	n/a	n/a	428
1355.408	1.5	New_wealth_onset	143	n/a	2819	n/a
1356.908	2.12900000000013	ITI_onset	143	n/a	n/a	n/a
1359.037	0.34699999999998	Response_window_onset	144	2819	n/a	n/a
1359.384	3.39099999999985	Response	144	n/a	n/a	n/a
1362.775	1.93700000000013	Stimulus_onset	144	n/a	n/a	0
1364.712	1.5	New_wealth_onset	144	n/a	2819	n/a
1366.212	3.69100000000003	ITI_onset	144	n/a	n/a	n/a
1369.903	0.454999999999927	Response_window_onset	145	2819	n/a	n/a
1370.358	3.17399999999998	Response	145	n/a	n/a	n/a
1373.532	1.80400000000009	Stimulus_onset	145	n/a	n/a	428
1375.336	1.5	New_wealth_onset	145	n/a	3247	n/a
1376.836	0.567000000000007	ITI_onset	145	n/a	n/a	n/a
1377.403	0.454999999999927	Response_window_onset	146	3247	n/a	n/a
1377.858	3.17499999999995	Response	146	n/a	n/a	n/a
1381.033	3.05600000000004	Stimulus_onset	146	n/a	n/a	-214
1384.089	1.5	New_wealth_onset	146	n/a	3033	n/a
1385.589	1.05700000000002	ITI_onset	146	n/a	n/a	n/a
1386.646	0.382000000000062	Response_window_onset	147	3033	n/a	n/a
1387.028	3.30799999999999	Response	147	n/a	n/a	n/a
1390.336	2.58899999999994	Stimulus_onset	147	n/a	n/a	-428
1392.925	1.5	New_wealth_onset	147	n/a	2605	n/a
1394.425	3.49299999999994	ITI_onset	147	n/a	n/a	n/a
1397.918	0.369000000000142	Response_window_onset	148	2605	n/a	n/a
1398.287	3.34099999999989	Response	148	n/a	n/a	n/a
1401.628	2.63900000000012	Stimulus_onset	148	n/a	n/a	-428
1404.267	1.5	New_wealth_onset	148	n/a	2177	n/a
1405.767	2.32799999999997	ITI_onset	148	n/a	n/a	n/a
1408.095	0.580999999999904	Response_window_onset	149	2177	n/a	n/a
1408.676	2.92399999999998	Response	149	n/a	n/a	n/a
1411.6	1.78700000000003	Stimulus_onset	149	n/a	n/a	428
1413.387	1.5	New_wealth_onset	149	n/a	2605	n/a
1414.887	3.08899999999994	ITI_onset	149	n/a	n/a	n/a
1417.976	0.422000000000025	Response_window_onset	150	2605	n/a	n/a
1418.398	3.22400000000016	Response	150	n/a	n/a	n/a
1421.622	1.85399999999981	Stimulus_onset	150	n/a	n/a	321
1423.476	1.5	New_wealth_onset	150	n/a	2926	n/a
1424.976	1.27400000000011	ITI_onset	150	n/a	n/a	n/a
1426.25	0.532999999999902	Response_window_onset	151	2926	n/a	n/a
1426.783	3.02400000000011	Response	151	n/a	n/a	n/a
1429.807	0.835000000000036	Stimulus_onset	151	n/a	n/a	-214
1430.642	1.5	New_wealth_onset	151	n/a	2712	n/a
1432.142	2.10799999999995	ITI_onset	151	n/a	n/a	n/a
1434.25	0.469000000000051	Response_window_onset	152	2712	n/a	n/a
1434.719	3.1389999999999	Response	152	n/a	n/a	n/a
1437.858	2.23800000000006	Stimulus_onset	152	n/a	n/a	321
1440.096	1.5	New_wealth_onset	152	n/a	3033	n/a
1441.596	3.15999999999985	ITI_onset	152	n/a	n/a	n/a
1444.756	0.351000000000113	Response_window_onset	153	3033	n/a	n/a
1445.107	3.375	Response	153	n/a	n/a	n/a
1448.482	2.68900000000008	Stimulus_onset	153	n/a	n/a	-214
1451.171	1.5	New_wealth_onset	153	n/a	2819	n/a
1452.671	0.702999999999975	ITI_onset	153	n/a	n/a	n/a
1453.374	0.468999999999824	Response_window_onset	154	2819	n/a	n/a
1453.843	3.14100000000008	Response	154	n/a	n/a	n/a
1456.984	1.971	Stimulus_onset	154	n/a	n/a	428
1458.955	1.5	New_wealth_onset	154	n/a	3247	n/a
1460.455	2.49299999999994	ITI_onset	154	n/a	n/a	n/a
1462.948	0.432999999999993	Response_window_onset	155	3247	n/a	n/a
1463.381	3.20800000000008	Response	155	n/a	n/a	n/a
1466.589	1.87000000000012	Stimulus_onset	155	n/a	n/a	-214
1468.459	1.5	New_wealth_onset	155	n/a	3033	n/a
1469.959	2.77499999999986	ITI_onset	155	n/a	n/a	n/a
1472.734	0.369000000000142	Response_window_onset	156	3033	n/a	n/a
1473.103	3.34099999999989	Response	156	n/a	n/a	n/a
1476.444	2.60500000000002	Stimulus_onset	156	n/a	n/a	-428
1479.049	1.5	New_wealth_onset	156	n/a	2605	n/a
1480.549	1.19299999999998	ITI_onset	156	n/a	n/a	n/a
1481.742	0.530999999999949	Response_window_onset	157	2605	n/a	n/a
1482.273	3.00700000000006	Response	157	n/a	n/a	n/a
1485.28	1.88699999999994	Stimulus_onset	157	n/a	n/a	107
1487.167	1.5	New_wealth_onset	157	n/a	2712	n/a
1488.667	3.47299999999996	ITI_onset	157	n/a	n/a	n/a
1492.14	0.389000000000124	Response_window_onset	158	2712	n/a	n/a
1492.529	3.30799999999999	Response	158	n/a	n/a	n/a
1495.837	2.65599999999995	Stimulus_onset	158	n/a	n/a	214
1498.493	1.5	New_wealth_onset	158	n/a	2926	n/a
1499.993	2.44100000000003	ITI_onset	158	n/a	n/a	n/a
1502.434	0.585000000000036	Response_window_onset	159	2926	n/a	n/a
1503.019	2.90699999999993	Response	159	n/a	n/a	n/a
1505.926	1.92100000000005	Stimulus_onset	159	n/a	n/a	107
1507.847	1.5	New_wealth_onset	159	n/a	3033	n/a
1509.347	2.04500000000007	ITI_onset	159	n/a	n/a	n/a
1511.392	0.397999999999911	Response_window_onset	160	3033	n/a	n/a
1511.79	3.28999999999996	Response	160	n/a	n/a	n/a
1515.08	1.13499999999999	Stimulus_onset	160	n/a	n/a	0
1516.215	1.5	New_wealth_onset	160	n/a	3033	n/a
1517.715	3.03500000000008	ITI_onset	160	n/a	n/a	n/a
1520.75	0.460000000000036	Response_window_onset	161	3033	n/a	n/a
1521.21	3.15699999999993	Response	161	n/a	n/a	n/a
1524.367	3.25700000000006	Stimulus_onset	161	n/a	n/a	107
1527.624	1.5	New_wealth_onset	161	n/a	3140	n/a
1529.124	2.50399999999991	ITI_onset	161	n/a	n/a	n/a
1531.628	0.439000000000078	Response_window_onset	162	3140	n/a	n/a
1532.067	3.20799999999986	Response	162	n/a	n/a	n/a
1535.275	1.83699999999999	Stimulus_onset	162	n/a	n/a	321
1537.112	1.5	New_wealth_onset	162	n/a	3461	n/a
1538.612	1.43200000000002	ITI_onset	162	n/a	n/a	n/a
1540.044	0.609000000000151	Response_window_onset	163	3461	n/a	n/a
1540.653	2.85699999999997	Response	163	n/a	n/a	n/a
1543.51	0.884999999999991	Stimulus_onset	163	n/a	n/a	-321
1544.395	1.5	New_wealth_onset	163	n/a	3140	n/a
1545.895	2.81500000000005	ITI_onset	163	n/a	n/a	n/a
1548.71	0.596000000000004	Response_window_onset	164	3140	n/a	n/a
1549.306	2.88999999999987	Response	164	n/a	n/a	n/a
1552.196	1.56899999999996	Stimulus_onset	164	n/a	n/a	321
1553.765	1.5	New_wealth_onset	164	n/a	3461	n/a
1555.265	0.868000000000166	ITI_onset	164	n/a	n/a	n/a
1556.133	0.705999999999904	Response_window_onset	165	3461	n/a	n/a
1556.839	2.673	Response	165	n/a	n/a	n/a
1559.512	2.35500000000002	Stimulus_onset	165	n/a	n/a	-321
1561.867	1.5	New_wealth_onset	165	n/a	3140	n/a
1563.367	2.75399999999991	ITI_onset	165	n/a	n/a	n/a
1566.121	0.473000000000184	Response_window_onset	166	3140	n/a	n/a
1566.594	3.14099999999985	Response	166	n/a	n/a	n/a
1569.735	1.6690000000001	Stimulus_onset	166	n/a	n/a	0
1571.404	1.5	New_wealth_onset	166	n/a	3140	n/a
1572.904	3.02399999999989	ITI_onset	166	n/a	n/a	n/a
1575.928	0.587999999999965	Response_window_onset	167	3140	n/a	n/a
1576.516	2.90700000000015	Response	167	n/a	n/a	n/a
1579.423	1.38599999999997	Stimulus_onset	167	n/a	n/a	-321
1580.809	1.5	New_wealth_onset	167	n/a	2819	n/a
1582.309	2.92200000000003	ITI_onset	167	n/a	n/a	n/a
1585.231	0.504999999999882	Response_window_onset	168	2819	n/a	n/a
1585.736	3.04100000000017	Response	168	n/a	n/a	n/a
1588.777	2.58899999999994	Stimulus_onset	168	n/a	n/a	0
1591.366	1.5	New_wealth_onset	168	n/a	2819	n/a
1592.866	2.135	ITI_onset	168	n/a	n/a	n/a
